,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science
619,620,> 600,CUNY John Jay College of Criminal Justice,30.3-43.2,620,-,592,-,699,-,684,8.0,47,593516,New York,"$14,460","$20,007","$43,300",0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
620,621,> 600,CUNY College of Staten Island,30.3-43.2,621,-,663,-,700,-,640,7.8,59,593507,New York,"$14,480","$17,850","$40,767",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
621,622,> 600,California Baptist University,30.3-43.2,622,-,684,17.2,50,-,695,7.8,60,591875,California,"$32,256","$8,630","$41,200",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1
622,623,> 600,California University of Pennsylvania,30.3-43.2,623,-,729,-,716,-,711,-,556,594149,Pennsylvania,"$15,326","$10,166","$39,733",0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
623,624,> 600,Carroll University,30.3-43.2,624,-,622,16.1,290,-,607,-,731,594962,Wisconsin,"$31,144","$9,494","$42,300",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1
624,625,> 600,Carthage College,30.3-43.2,625,-,480,-,566,-,600,-,693,594965,Wisconsin,"$41,950","$11,600","$44,133",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
625,626,> 600,Centenary University,30.3-43.2,626,-,555,-,772,-,560,-,467,593384,New Jersey,"$32,580","$11,110","$43,567",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
626,627,> 600,Central Michigan University,30.3-43.2,627,-,647,17.3,39,-,697,-,513,593036,Michigan,"$22,881","$9,736","$40,633",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
627,628,> 600,University of Central Missouri,30.3-43.2,628,-,644,16.4,206,-,668,-,557,593213,Missouri,"$14,150","$8,644","$37,100",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
628,629,> 600,University of Central Oklahoma,30.3-43.2,629,-,714,17.2,52,-,669,6.3,207,594029,Oklahoma,"$17,447","$7,970","$38,500",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
629,630,> 600,Christopher Newport University,30.3-43.2,630,-,605,-,751,-,438,-,732,594788,Virginia,"$25,850","$11,224","$44,333",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
630,631,> 600,Clarion University of Pennsylvania,30.3-43.2,631,-,667,-,506,-,786,-,641,594167,Pennsylvania,"$15,586","$11,520","$37,233",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
631,632,> 600,Clark Atlanta University,30.3-43.2,632,-,711,-,701,-,760,6.2,217,592220,Georgia,"$21,892","$10,878","$34,650",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
632,633,> 600,Coastal Carolina University,30.3-43.2,633,-,525,-,440,-,723,-,491,595247,South Carolina,"$25,872","$9,414","$37,300",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
633,634,> 600,University of Colorado Colorado Springs,30.3-43.2,634,-,639,-,666,-,685,5.0,372,592061,Colorado,"$19,498","$10,400","$41,867",0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
634,635,> 600,Colorado Mesa University,30.3-43.2,635,-,799,-,545,-,763,-,589,592070,Colorado,"$20,330","$10,735","$35,600",0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
635,636,> 600,Columbia College Chicago,30.3-43.2,636,-,481,-,546,-,791,5.4,321,592343,Illinois,"$26,474","$13,630","$33,600",0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0
636,637,> 600,Columbus State University,30.3-43.2,637,-,685,-,567,-,798,6.7,153,592232,Georgia,"$16,920","$10,550","$35,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
637,638,> 600,Concordia University Irvine,30.3-43.2,638,-,770,-,642,-,455,5.8,267,591935,California,"$34,100","$10,960","$44,400",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0
638,639,> 600,Corban University,30.3-43.2,639,-,632,-,667,-,659,-,733,594110,Oregon,"$31,640","$10,060","$36,400",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
639,640,> 600,Cornerstone University,30.3-43.2,640,-,761,-,441,-,759,-,529,593054,Michigan,"$27,520","$9,030","$35,833",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
640,641,> 600,Curry College,30.3-43.2,641,14.5,340,-,788,-,677,-,612,592889,Massachusetts,"$38,596","$14,735","$45,500",0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
641,642,> 600,D'Youville College,30.3-43.2,642,16.7,231,-,621,-,792,-,658,593534,New York,"$25,870","$11,808","$47,567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,643,> 600,Delaware Valley University,30.3-43.2,643,-,591,-,684,-,738,-,659,594170,Pennsylvania,"$38,000","$13,950","$40,500",0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
643,644,> 600,Drury University,30.3-43.2,644,-,577,16.5,184,-,780,-,530,593216,Missouri,"$27,015","$8,036","$31,800",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
644,645,> 600,University of Dubuque,30.3-43.2,645,-,541,-,509,-,703,5.6,295,592580,Iowa,"$29,710","$9,450","$38,433",0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
645,646,> 600,East Central University,30.3-43.2,646,-,771,-,669,-,609,6.7,155,594032,Oklahoma,"$15,720","$6,730","$35,467",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
646,647,> 600,East Stroudsburg University,30.3-43.2,647,-,787,-,593,-,583,5.6,296,594179,Pennsylvania,"$21,536","$8,792","$43,633",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
647,648,> 600,East Tennessee State University,30.3-43.2,648,-,423,-,472,-,671,-,571,594524,Tennessee,"$26,463","$7,952","$34,833",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
648,649,> 600,Eastern Kentucky University,30.3-43.2,649,-,568,16.7,140,-,762,-,642,592661,Kentucky,"$19,144","$9,728","$35,000",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
649,650,> 600,Eastern Michigan University,30.3-43.2,650,-,738,16.1,292,-,769,5.8,268,593045,Michigan,"$29,200","$9,854","$37,967",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
650,651,> 600,Eastern Washington University,30.3-43.2,651,-,751,-,445,-,429,5.8,269,594866,Washington,"$23,862","$11,493","$42,200",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
651,652,> 600,Edinboro University,30.3-43.2,652,-,633,-,685,-,799,-,660,594185,Pennsylvania,"$14,668","$11,219","$35,000",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
652,653,> 600,Endicott College,30.3-43.2,653,-,640,16.0,316,-,450,-,682,592901,Massachusetts,"$32,154","$14,900","$49,267",0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1
653,654,> 600,Evangel University,30.3-43.2,654,-,701,16.3,233,-,704,-,756,593219,Missouri,"$22,745","$8,196","$34,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
654,655,> 600,Fairleigh Dickinson University,30.3-43.2,655,-,512,-,796,-,715,7.0,122,593390,New Jersey,"$39,446","$13,086","$48,000",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
655,656,> 600,Ferris State University,30.3-43.2,656,-,641,16.7,141,-,534,-,613,593048,Michigan,"$18,570","$9,894","$42,900",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
656,657,> 600,University of Findlay,30.3-43.2,657,-,537,17.0,81,-,641,-,661,593918,Ohio,"$33,320","$9,720","$41,833",0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
657,658,> 600,Fitchburg State University,30.3-43.2,658,-,600,-,624,-,686,-,441,592904,Massachusetts,"$16,235","$10,676","$42,700",0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
658,659,> 600,Flagler College,30.3-43.2,659,-,677,-,473,-,577,-,662,592166,Florida,"$18,200","$10,680","$37,500",0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
659,660,> 600,Florida Agricultural and Mechanical University,30.3-43.2,660,-,594,-,474,-,698,6.0,246,592160,Florida,"$17,725","$10,594","$36,267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,661,> 600,Florida Gulf Coast University,30.3-43.2,661,-,784,15.9,345,-,487,5.3,337,595112,Florida,"$25,162","$9,672","$41,500",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
661,662,> 600,Florida Southern College,30.3-43.2,662,-,518,-,412,-,662,-,471,592172,Florida,"$34,774","$11,204","$39,733",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
662,663,> 600,Framingham State University,30.3-43.2,663,-,648,-,762,-,667,5.0,373,592907,Massachusetts,"$16,000","$11,820","$45,433",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
663,664,> 600,Franciscan University of Steubenville,30.3-43.2,664,-,486,-,625,-,513,-,768,593993,Ohio,"$26,430","$8,400","$36,267",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0
664,665,> 600,Franklin Pierce University,30.3-43.2,665,-,471,-,743,-,678,-,694,593351,New Hampshire,"$34,995","$13,082","$38,067",0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
665,666,> 600,Freed-Hardeman University,30.3-43.2,666,-,569,-,447,-,741,-,795,594527,Tennessee,"$21,950","$7,950","$36,500",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
666,667,> 600,Georgia Southern University,30.3-43.2,667,-,725,16.2,256,-,618,5.5,314,592250,Georgia,"$17,142","$9,650","$40,567",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
667,668,> 600,Georgia College & State University,30.3-43.2,668,-,723,-,513,-,604,-,614,592247,Georgia,"$28,060","$12,538","$39,567",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
668,669,> 600,Grand Valley State University,30.3-43.2,669,-,671,17.3,41,-,619,-,621,593057,Michigan,"$17,376","$9,150","$41,067",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
669,670,> 600,Harding University,30.3-43.2,670,-,532,17.5,21,-,650,-,738,591845,Arkansas,"$19,190","$6,894","$39,167",0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
670,671,> 600,Heidelberg University,30.3-43.2,671,-,435,-,516,-,800,-,714,593921,Ohio,"$30,200","$10,200","$37,400",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
671,672,> 600,Huntington University,30.3-43.2,672,14.6,333,16.1,294,-,745,-,739,592499,Indiana,"$25,540","$8,456","$34,867",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
672,673,> 600,Indiana University of Pennsylvania,30.3-43.2,673,-,595,15.8,380,-,746,-,455,594215,Pennsylvania,"$17,271","$12,328","$39,067",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
673,674,> 600,Indiana University-Purdue University Fort Wayne,30.3-43.2,674,-,634,-,647,-,795,-,443,592502,Indiana,"$20,005","$9,345","$35,633",0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
674,675,> 600,Indiana University Southeast,30.3-43.2,675,-,629,-,552,-,730,-,535,592526,Indiana,"$19,038","$9,724","$35,867",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
675,676,> 600,Indiana State University,30.3-43.2,676,-,724,15.8,381,-,764,5.4,323,592514,Indiana,"$19,452","$9,988","$37,233",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
676,677,> 600,Johnson & Wales University-Charlotte,30.3-43.2,677,-,731,-,773,-,787,6.6,173,595148,North Carolina,"$31,158","$12,834","$36,900",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
677,678,> 600,Johnson & Wales University-Denver,30.3-43.2,678,-,706,-,783,-,788,-,444,595121,Colorado,"$31,158","$11,835","$36,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
678,679,> 600,Johnson & Wales University-North Miami,30.3-43.2,679,-,747,-,763,-,789,9.0,4,595094,Florida,"$31,158","$11,835","$36,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
679,680,> 600,Johnson & Wales University-Providence,30.3-43.2,680,-,743,-,719,-,747,5.6,298,594407,Rhode Island,"$31,158","$13,809","$36,900",0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
680,681,> 600,Keene State College,30.3-43.2,681,-,566,16.1,296,-,614,-,786,593360,New Hampshire,"$22,614","$10,666","$41,033",0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
681,682,> 600,Kennesaw State University,30.3-43.2,682,-,767,-,452,-,602,6.4,193,592253,Georgia,"$17,328","$11,467",,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1
682,683,> 600,Kent State University at Kent,30.3-43.2,683,-,616,16.5,187,-,679,-,482,670479,Ohio,"$18,554","$10,916","$36,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,684,> 600,Kutztown University of Pennsylvania,30.3-43.2,684,-,658,-,518,-,699,-,457,594227,Pennsylvania,"$13,975","$11,310","$41,233",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
684,685,> 600,Lancaster Bible College,30.3-43.2,685,-,716,-,417,-,476,5.4,325,594239,Pennsylvania,"$22,580","$8,750","$32,433",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
685,686,> 600,Lasell University,30.3-43.2,686,-,552,-,628,-,712,5.3,338,592919,Massachusetts,"$34,600","$14,800","$41,200",0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
686,687,> 600,Lee University,30.3-43.2,687,-,704,17.4,31,-,778,-,716,594539,Tennessee,"$16,730","$8,080","$33,667",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
687,688,> 600,Lenoir-Rhyne University,30.3-43.2,688,-,483,-,453,-,766,-,518,593804,North Carolina,"$35,350","$12,150","$36,900",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
688,689,> 600,Lindenwood University,30.3-43.2,689,-,626,16.2,259,-,767,5.3,339,593234,Missouri,"$16,960","$8,800","$40,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
689,690,> 600,Lock Haven University,30.3-43.2,690,-,620,-,797,-,724,-,573,594248,Pennsylvania,"$20,056","$9,968","$40,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
690,691,> 600,University of Louisiana at Lafayette,30.3-43.2,691,-,717,-,454,-,516,5.7,288,592745,Louisiana,"$23,616","$10,294","$38,500",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
691,692,> 600,Louisiana Tech University,30.3-43.2,692,-,776,16.6,166,-,508,-,667,592715,Louisiana,"$18,558","$6,360","$41,067",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
692,693,> 600,The University of Maine,30.3-43.2,693,-,465,15.8,386,-,691,-,757,592784,Maine,"$30,282","$10,136","$40,833",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
693,694,> 600,Mansfield University of Pennsylvania,30.3-43.2,694,13.4,396,-,721,-,754,-,645,594254,Pennsylvania,"$22,008","$11,998","$37,967",0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
694,695,> 600,Marshall University,30.3-43.2,695,-,607,15.9,350,-,774,-,561,594926,West Virginia,"$17,856","$10,126","$34,567",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
695,696,> 600,University of Mary Hardin-Baylor,30.3-43.2,696,-,588,17.2,55,-,725,5.0,377,594659,Texas,"$25,860","$7,894","$42,333",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
696,697,> 600,Marymount Manhattan College,30.3-43.2,697,-,453,-,731,-,756,-,474,593600,New York,"$31,950","$16,400","$39,967",0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
697,698,> 600,Maryville University,30.3-43.2,698,-,668,16.4,213,-,517,-,475,593237,Missouri,"$28,470","$10,088","$46,367",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0
698,699,> 600,Marywood University,30.3-43.2,699,13.5,389,16.2,260,-,672,-,758,594257,Pennsylvania,"$33,940","$13,900","$37,733",0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
699,700,> 600,Mercy College,30.3-43.2,700,-,762,-,798,-,765,7.5,84,645386,New York,"$18,714","$13,900","$37,833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,701,> 600,Metropolitan State University of Denver,30.3-43.2,701,-,777,16.2,261,-,781,6.6,176,592073,Colorado,"$20,149",,"$39,000",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
701,702,> 600,Middle Tennessee State University,30.3-43.2,702,-,652,16.2,262,-,709,5.9,256,594554,Tennessee,"$26,348","$8,392","$37,200",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
702,703,> 600,Millersville University,30.3-43.2,703,-,686,-,631,-,586,-,447,594266,Pennsylvania,"$21,560","$13,665","$43,167",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
703,704,> 600,University of Minnesota Duluth,30.3-43.2,704,-,664,16.3,237,-,522,-,646,593141,Minnesota,"$18,462","$7,608","$45,500",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
704,705,> 600,Minnesota State University-Mankato,30.3-43.2,705,-,785,16.5,190,-,568,-,476,593132,Minnesota,"$16,216","$9,096","$43,433",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
705,706,> 600,Minnesota State University Moorhead,30.3-43.2,706,-,718,16.9,100,-,692,-,647,593147,Minnesota,"$15,878","$9,008","$38,367",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
